isolate.code,genus,species,name,group,temperature,r,ln.r
214,Dactyliosolen,fragilissimus,Dactyliosolen fragilissimus,diatoms,25,0.831776617,-0.184191363
214,Dactyliosolen,fragilissimus,Dactyliosolen fragilissimus,diatoms,25,0.838708088,-0.175892562
214,Dactyliosolen,fragilissimus,Dactyliosolen fragilissimus,diatoms,18,0.84563956,-0.167662062
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.013862944,-4.278535898
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.069314718,-2.669098014
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.090109133,-2.406733754
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.110903549,-2.199094383
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.15249238,-1.880640651
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.173286795,-1.752807283
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.180218267,-1.713586568
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.187149739,-1.675846239
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.242601513,-1.416335046
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.277258872,-1.282803653
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.284190344,-1.25811104
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.304984759,-1.187493474
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.332710647,-1.100482095
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.34657359,-1.059660102
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.388162421,-0.946331416
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.402025365,-0.911240095
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.443614196,-0.812800022
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.464408611,-0.766990487
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.492134498,-0.70900323
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.49906597,-0.695016988
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.519860385,-0.654194994
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.519860385,-0.654194994
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.533723329,-0.627877685
211,Detonula,confervacea,Detonula confervacea,diatoms,15,0.546893125,-0.60350188
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.547586273,-0.602235253
211,Detonula,confervacea,Detonula confervacea,diatoms,4,0.555210892,-0.588407252
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.561449216,-0.577233952
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.603038047,-0.505774988
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.623832463,-0.471873435
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.623832463,-0.471873435
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.637695406,-0.44989453
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.644626878,-0.439083613
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.65155835,-0.428388324
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.665421293,-0.407334916
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.672352765,-0.396972128
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.672352765,-0.396972128
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.679284237,-0.386715628
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.686215709,-0.376563256
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.693147181,-0.36651292
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.700078652,-0.35656259
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.72780454,-0.317722756
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.72780454,-0.317722756
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.734736011,-0.308244013
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.755530427,-0.280335224
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.762461899,-0.27120274
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.76939337,-0.262152906
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.804050729,-0.218092916
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.810982201,-0.209509172
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.824845145,-0.192559613
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.824845145,-0.192559613
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.831776617,-0.184191363
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.831776617,-0.184191363
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.838708088,-0.175892562
211,Detonula,confervacea,Detonula confervacea,diatoms,2,0.84563956,-0.167662062
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.866433976,-0.143369369
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.887228391,-0.119652843
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.901091335,-0.104148656
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.935748694,-0.066408328
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.942680166,-0.05902822
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.949611637,-0.051702181
211,Detonula,confervacea,Detonula confervacea,diatoms,12,0.956543109,-0.044429422
211,Detonula,confervacea,Detonula confervacea,diatoms,10,0.969712906,-0.030755224
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.970406053,-0.030040684
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.977337525,-0.022923216
211,Detonula,confervacea,Detonula confervacea,diatoms,7,0.991200468,-0.008838477
211,Detonula,confervacea,Detonula confervacea,diatoms,7,1.018926355,0.01874948
211,Detonula,confervacea,Detonula confervacea,diatoms,12,1.018926355,0.01874948
211,Detonula,confervacea,Detonula confervacea,diatoms,12,1.032789299,0.032263199
211,Detonula,confervacea,Detonula confervacea,diatoms,7,1.039720771,0.038952188
211,Detonula,confervacea,Detonula confervacea,diatoms,12,1.039720771,0.038952188
211,Detonula,confervacea,Detonula confervacea,diatoms,7,1.053583714,0.052197414
211,Detonula,confervacea,Detonula confervacea,diatoms,12,1.07437813,0.07174201
211,Detonula,confervacea,Detonula confervacea,diatoms,7,1.102104017,0.097221096
234,Detonula,confervacea,Detonula confervacea,diatoms,-1.8,0.336,-1.090644119
234,Detonula,confervacea,Detonula confervacea,diatoms,0,0.595,-0.519193873
234,Detonula,confervacea,Detonula confervacea,diatoms,2,0.623,-0.47320876
234,Detonula,confervacea,Detonula confervacea,diatoms,5,0.781,-0.247180129
234,Detonula,confervacea,Detonula confervacea,diatoms,10,0.89,-0.116533816
415,Ditylum,brightwellii,Ditylum brightwellii,diatoms,13,0.880990066,-0.126708929
415,Ditylum,brightwellii,Ditylum brightwellii,diatoms,30,1.161714675,0.149897082
415,Ditylum,brightwellii,Ditylum brightwellii,diatoms,20,1.482641819,0.393825509
415,Ditylum,brightwellii,Ditylum brightwellii,diatoms,27,1.734947393,0.550977092
416,Ditylum,brightwellii,Ditylum brightwellii,diatoms,9,0.409,-0.894040123
416,Ditylum,brightwellii,Ditylum brightwellii,diatoms,13,0.508,-0.677273831
416,Ditylum,brightwellii,Ditylum brightwellii,diatoms,12,0.625,-0.470003629
416,Ditylum,brightwellii,Ditylum brightwellii,diatoms,25,0.676,-0.391562203
416,Ditylum,brightwellii,Ditylum brightwellii,diatoms,16.5,0.696,-0.362405619
416,Ditylum,brightwellii,Ditylum brightwellii,diatoms,20,0.725,-0.321583624
14,Emiliania,huxleyi,NA,coccolithophores,15,0.544120537,-0.608584481
14,Emiliania,huxleyi,NA,coccolithophores,25,0.970406053,-0.030040684
14,Emiliania,huxleyi,NA,coccolithophores,20,0.97595123,-0.024342663
15,Emiliania,huxleyi,NA,coccolithophores,9,0.226,-1.48722028
15,Emiliania,huxleyi,NA,coccolithophores,20,1.377,0.31990722
15,Emiliania,huxleyi,NA,coccolithophores,6,0.32,-1.139434283
15,Emiliania,huxleyi,NA,coccolithophores,12,0.681,-0.384192973
15,Emiliania,huxleyi,NA,coccolithophores,15,0.97,-0.030459207
15,Emiliania,huxleyi,NA,coccolithophores,25,0.813,-0.207024169
30,Emiliania,huxleyi,NA,coccolithophores,24,0.879603772,-0.128283732
30,Emiliania,huxleyi,NA,coccolithophores,27,0.850491591,-0.161940754
30,Emiliania,huxleyi,NA,coccolithophores,21,0.805437024,-0.216370262
30,Emiliania,huxleyi,NA,coccolithophores,18,0.649478908,-0.431584918
30,Emiliania,huxleyi,NA,coccolithophores,12,0.304291612,-1.189768787
30,Emiliania,huxleyi,NA,coccolithophores,15,0.419354044,-0.869039742
30,Emiliania,huxleyi,NA,coccolithophores,27,0.607890077,-0.497761208
106,Emiliania,huxleyi,NA,coccolithophores,15,0.498372823,-0.696406841
106,Emiliania,huxleyi,NA,coccolithophores,18,0.653637791,-0.425201917
106,Emiliania,huxleyi,NA,coccolithophores,21,0.870592859,-0.138580852
106,Emiliania,huxleyi,NA,coccolithophores,12,0.355584504,-1.033992353
106,Emiliania,huxleyi,NA,coccolithophores,27,0.838708088,-0.175892562
106,Emiliania,huxleyi,NA,coccolithophores,24,1.014074325,0.013976201
106,Emiliania,huxleyi,NA,coccolithophores,9,0.171207354,-1.764879861
107,Emiliania,huxleyi,NA,coccolithophores,7,0.269634253,-1.310688857
107,Emiliania,huxleyi,NA,coccolithophores,24,0.875444889,-0.133023077
107,Emiliania,huxleyi,NA,coccolithophores,18,0.882376361,-0.125136601
107,Emiliania,huxleyi,NA,coccolithophores,27,0.451931962,-0.794223637
107,Emiliania,huxleyi,NA,coccolithophores,7,0.215568773,-1.534475288
107,Emiliania,huxleyi,NA,coccolithophores,24,0.354198209,-1.03789861
107,Emiliania,huxleyi,NA,coccolithophores,27,0.239135777,-1.430723784
107,Emiliania,huxleyi,NA,coccolithophores,12,0.2703274,-1.308121462
107,Emiliania,huxleyi,NA,coccolithophores,18,0.371526889,-0.990134038
260,Emiliania,huxleyi,NA,coccolithophores,24,0.58501622,-0.536115706
260,Emiliania,huxleyi,NA,coccolithophores,12,0.660569263,-0.414653296
260,Emiliania,huxleyi,NA,coccolithophores,18,0.756916721,-0.278502043
260,Emiliania,huxleyi,NA,coccolithophores,6,0.54827942,-0.600970231
260,Emiliania,huxleyi,NA,coccolithophores,27,0.005545177,-5.194826738
260,Emiliania,huxleyi,NA,coccolithophores,9,0.633536523,-0.456437628
348,Emiliania,huxleyi,NA,coccolithophores,21,1.21439386,0.194245072
348,Emiliania,huxleyi,NA,coccolithophores,27,0.830390322,-0.185859421
348,Emiliania,huxleyi,NA,coccolithophores,12,0.625911904,-0.468545646
348,Emiliania,huxleyi,NA,coccolithophores,6,0.253691868,-1.371634866
348,Emiliania,huxleyi,NA,coccolithophores,9,0.429058105,-0.846162926
348,Emiliania,huxleyi,NA,coccolithophores,18,0.928124075,-0.074589854
348,Emiliania,huxleyi,NA,coccolithophores,24,1.087547926,0.083925553
353,Emiliania,huxleyi,NA,coccolithophores,9,0.510849472,-0.671680308
353,Emiliania,huxleyi,NA,coccolithophores,6,0.355584504,-1.033992353
353,Emiliania,huxleyi,NA,coccolithophores,15,0.71532789,-0.335014254
353,Emiliania,huxleyi,NA,coccolithophores,12,0.560062922,-0.579706141
353,Emiliania,huxleyi,NA,coccolithophores,24,0.801278141,-0.22154715
353,Emiliania,huxleyi,NA,coccolithophores,18,0.94891849,-0.052432374
353,Emiliania,huxleyi,NA,coccolithophores,21,0.916340573,-0.087367179
358,Emiliania,huxleyi,NA,coccolithophores,10,0.140708878,-1.961062218
358,Emiliania,huxleyi,NA,coccolithophores,25,0.355584504,-1.033992353
358,Emiliania,huxleyi,NA,coccolithophores,15,0.262702781,-1.336731996
358,Emiliania,huxleyi,NA,coccolithophores,20,0.493520793,-0.706190287
421,Emiliania,huxleyi,NA,coccolithophores,29,0.01732868,-4.055392347
421,Emiliania,huxleyi,NA,coccolithophores,21,1.216473302,0.195955936
421,Emiliania,huxleyi,NA,coccolithophores,26.5,0.444307343,-0.811238742
421,Emiliania,huxleyi,NA,coccolithophores,26.5,0.525405563,-0.643584814
421,Emiliania,huxleyi,NA,coccolithophores,23,1.216473302,0.195955936
421,Emiliania,huxleyi,NA,coccolithophores,12.5,0.328551764,-1.113060877
421,Emiliania,huxleyi,NA,coccolithophores,26.5,0.574619013,-0.554048044
421,Emiliania,huxleyi,NA,coccolithophores,23,1.15547635,0.144512683
421,Emiliania,huxleyi,NA,coccolithophores,17.5,0.786028903,-0.240761715
421,Emiliania,huxleyi,NA,coccolithophores,17.5,0.684136267,-0.37959816
421,Emiliania,huxleyi,NA,coccolithophores,21,0.553824597,-0.590907254
421,Emiliania,huxleyi,NA,coccolithophores,12.5,0.389548715,-0.942766351
421,Emiliania,huxleyi,NA,coccolithophores,23,0.850491591,-0.161940754
421,Emiliania,huxleyi,NA,coccolithophores,12.5,0.177445678,-1.729090756
421,Emiliania,huxleyi,NA,coccolithophores,26.5,0.68829515,-0.373537536
421,Emiliania,huxleyi,NA,coccolithophores,17.5,0.207251007,-1.573824626
421,Emiliania,huxleyi,NA,coccolithophores,12.5,0.084563956,-2.470247155
421,Emiliania,huxleyi,NA,coccolithophores,21,0.919806309,-0.083592165
421,Emiliania,huxleyi,NA,coccolithophores,17.5,0.460249728,-0.77598605
422,Emiliania,huxleyi,NA,coccolithophores,10,0.097733752,-2.325508314
422,Emiliania,huxleyi,NA,coccolithophores,15,0.257157604,-1.358066137
422,Emiliania,huxleyi,NA,coccolithophores,25,0.203092124,-1.59409559
422,Emiliania,huxleyi,NA,coccolithophores,20,0.553824597,-0.590907254
422,Emiliania,huxleyi,NA,coccolithophores,14.5,0.24329466,-1.413481978
422,Emiliania,huxleyi,NA,coccolithophores,8,0.067928424,-2.689300716
423,Emiliania,huxleyi,NA,coccolithophores,15,0.305677907,-1.185223323
423,Emiliania,huxleyi,NA,coccolithophores,7,0.043668272,-3.131133482
423,Emiliania,huxleyi,NA,coccolithophores,22.5,0.413808867,-0.882351086
423,Emiliania,huxleyi,NA,coccolithophores,10,0.18437715,-1.690771891
423,Emiliania,huxleyi,NA,coccolithophores,20,0.578084749,-0.548034796
132,Eucampia,zodiacus,Eucampia zodiacus,diatoms,8,0.682056648,-0.382642563
132,Eucampia,zodiacus,Eucampia zodiacus,diatoms,9,0.73473582,-0.308244273
132,Eucampia,zodiacus,Eucampia zodiacus,diatoms,12.5,0.94267992,-0.059028481
132,Eucampia,zodiacus,Eucampia zodiacus,diatoms,15,1.26845901,0.237802786
132,Eucampia,zodiacus,Eucampia zodiacus,diatoms,25,2.09330394,0.73874365
132,Eucampia,zodiacus,Eucampia zodiacus,diatoms,20,2.13489276,0.758416416
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,7,0.271,-1.305636458
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,9,0.276,-1.287354413
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,0,0.449,-0.800732391
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,3,0.456,-0.785262469
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,5,0.501,-0.691149178
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,7,0.516,-0.661648514
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,9,0.536,-0.623621118
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,7,0.551,-0.59602047
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,9,0.569,-0.563874845
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,3,0.571,-0.560366069
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,0,0.649,-0.432322562
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,3,0.649,-0.432322562
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,7,0.672,-0.397496938
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,9,0.672,-0.397496938
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,5,0.674,-0.394525168
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,0,0.709,-0.343899752
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,3,0.709,-0.343899752
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,0,0.779,-0.249744233
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,5,0.779,-0.249744233
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,diatoms,5,0.852,-0.160168752
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,3,0.173286795,-1.752807283
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,7,0.295,-1.220779923
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,0,0.312,-1.164752091
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,7,0.319,-1.142564176
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,5,0.332710647,-1.100482095
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,7,0.364,-1.010601411
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,7,0.458,-0.780886095
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,0,0.502,-0.689155159
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,3,0.51,-0.673344553
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,0,0.545,-0.606969484
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,4,0.547,-0.603306477
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,0,0.562,-0.576253429
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,3,0.564,-0.572701027
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,3,0.579,-0.546452801
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,4,0.606,-0.500875293
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,3,0.631,-0.460449416
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,4,0.71,-0.342490309
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,diatoms,4,0.78,-0.248461359
24,Gephyrocapsa,oceanica,NA,coccolithophores,15,0.469260641,-0.756596927
24,Gephyrocapsa,oceanica,NA,coccolithophores,12,0.429751252,-0.844548721
24,Gephyrocapsa,oceanica,NA,coccolithophores,20,1.178350207,0.164115331
24,Gephyrocapsa,oceanica,NA,coccolithophores,21,0.883069508,-0.124351363
24,Gephyrocapsa,oceanica,NA,coccolithophores,27,0.905250218,-0.09954389
24,Gephyrocapsa,oceanica,NA,coccolithophores,10,0.580857337,-0.5432501
24,Gephyrocapsa,oceanica,NA,coccolithophores,18,0.814447937,-0.205244773
24,Gephyrocapsa,oceanica,NA,coccolithophores,15,1.029323563,0.028901852
24,Gephyrocapsa,oceanica,NA,coccolithophores,24,0.927430928,-0.075336958
24,Gephyrocapsa,oceanica,NA,coccolithophores,25,0.938521282,-0.063449747
24,Gephyrocapsa,oceanica,NA,coccolithophores,27,0.736122306,-0.306358997
83,Gephyrocapsa,oceanica,NA,coccolithophores,22.3,1.005063412,0.005050636
83,Gephyrocapsa,oceanica,NA,coccolithophores,29,1.275390812,0.243252651
83,Gephyrocapsa,oceanica,NA,coccolithophores,27,1.296185228,0.259425511
83,Gephyrocapsa,oceanica,NA,coccolithophores,17.3,0.644626878,-0.439083613
83,Gephyrocapsa,oceanica,NA,coccolithophores,30,1.115966961,0.109721259
84,Gephyrocapsa,oceanica,NA,coccolithophores,29,0.970406053,-0.030040684
84,Gephyrocapsa,oceanica,NA,coccolithophores,17.3,0.554517744,-0.589656473
84,Gephyrocapsa,oceanica,NA,coccolithophores,30,1.046652243,0.045596731
84,Gephyrocapsa,oceanica,NA,coccolithophores,27,1.233801981,0.210100443
84,Gephyrocapsa,oceanica,NA,coccolithophores,22.3,1.102104017,0.097221096
63,Gymnodinium,,Gymnodinium ,dinoflagellates,30,0.280031461,-1.272853321
63,Gymnodinium,,Gymnodinium ,dinoflagellates,30,0.372220036,-0.988270105
63,Gymnodinium,,Gymnodinium ,dinoflagellates,20,0.448466226,-0.801921905
63,Gymnodinium,,Gymnodinium ,dinoflagellates,21,0.499759117,-0.693629063
63,Gymnodinium,,Gymnodinium ,dinoflagellates,21,0.510849472,-0.671680308
63,Gymnodinium,,Gymnodinium ,dinoflagellates,31,0.571153277,-0.560097669
63,Gymnodinium,,Gymnodinium ,dinoflagellates,31,0.578084749,-0.548034796
63,Gymnodinium,,Gymnodinium ,dinoflagellates,20,0.614128402,-0.487551249
63,Gymnodinium,,Gymnodinium ,dinoflagellates,28,0.641854289,-0.443393965
63,Gymnodinium,,Gymnodinium ,dinoflagellates,24,0.686908856,-0.375553665
63,Gymnodinium,,Gymnodinium ,dinoflagellates,24,0.697999211,-0.359537307
63,Gymnodinium,,Gymnodinium ,dinoflagellates,24,0.712555302,-0.338897753
63,Gymnodinium,,Gymnodinium ,dinoflagellates,27,0.741667483,-0.298854272
63,Gymnodinium,,Gymnodinium ,dinoflagellates,24,0.749985249,-0.287701741
63,Gymnodinium,,Gymnodinium ,dinoflagellates,27,0.800584994,-0.222412576
63,Gymnodinium,,Gymnodinium ,dinoflagellates,28,0.855343621,-0.156251995
68,Gymnodinium,,Gymnodinium ,dinoflagellates,19,0.614821549,-0.486423218
68,Gymnodinium,,Gymnodinium ,dinoflagellates,19,0.643240584,-0.441236466
68,Gymnodinium,,Gymnodinium ,dinoflagellates,30,0.667500735,-0.404214788
68,Gymnodinium,,Gymnodinium ,dinoflagellates,30,0.682056826,-0.382642302
68,Gymnodinium,,Gymnodinium ,dinoflagellates,19,0.783949461,-0.243410724
68,Gymnodinium,,Gymnodinium ,dinoflagellates,19,0.807516465,-0.213791834
68,Gymnodinium,,Gymnodinium ,dinoflagellates,30,0.827617734,-0.189203905
68,Gymnodinium,,Gymnodinium ,dinoflagellates,23,0.97595123,-0.024342663
68,Gymnodinium,,Gymnodinium ,dinoflagellates,27,0.99813194,-0.001869807
68,Gymnodinium,,Gymnodinium ,dinoflagellates,23,1.013381178,0.013292441
68,Gymnodinium,,Gymnodinium ,dinoflagellates,27,1.063980922,0.06201746
68,Gymnodinium,,Gymnodinium ,dinoflagellates,27,1.068832952,0.066567354
68,Gymnodinium,,Gymnodinium ,dinoflagellates,23,1.111808078,0.105987589
68,Gymnodinium,,Gymnodinium ,dinoflagellates,27,1.158248939,0.146909329
68,Gymnodinium,,Gymnodinium ,dinoflagellates,23,1.173498177,0.159989183
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,11.5,0.087,-2.44184716
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,13,0.09,-2.407945609
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,30,0.111,-2.198225078
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,15,0.142,-1.951928221
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,20,0.159,-1.838851077
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,18,0.162,-1.820158944
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,17,0.167,-1.789761467
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,21,0.178,-1.725971729
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,23,0.181,-1.709258248
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,26,0.181,-1.709258248
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,27.5,0.189,-1.666008264
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,25,0.197,-1.62455155
85,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,29,0.212,-1.551169004
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,13,0.078325631,-2.546880386
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,15,0.153185527,-1.876105497
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,17,0.268941106,-1.31326286
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,20,0.275179431,-1.290331918
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,21.5,0.285576638,-1.253244852
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,18,0.300825876,-1.201223667
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,25.5,0.326472322,-1.119410106
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,26.5,0.356970798,-1.030101299
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,27.5,0.357663945,-1.028161435
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,24,0.366674859,-1.003279766
225,Gymnodinium,catenatum,Gymnodinium catenatum,dinoflagellates,22.5,0.372220036,-0.988270105
324,Gymnodinium,corollarium,Gymnodinium corollarium,dinoflagellates,10,0.069314718,-2.669098014
324,Gymnodinium,corollarium,Gymnodinium corollarium,dinoflagellates,8,0.097733752,-2.325508314
324,Gymnodinium,corollarium,Gymnodinium corollarium,dinoflagellates,0,0.257157604,-1.358066137
324,Gymnodinium,corollarium,Gymnodinium corollarium,dinoflagellates,2,0.291121816,-1.234013488
324,Gymnodinium,corollarium,Gymnodinium corollarium,dinoflagellates,6,0.311223084,-1.167245312
324,Gymnodinium,corollarium,Gymnodinium corollarium,dinoflagellates,4,0.326472322,-1.119410106
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,12.5,0.067928424,-2.689300716
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,22.5,0.099120047,-2.311423567
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,20,0.10327893,-2.270321893
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,17.5,0.105358371,-2.250387683
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,15,0.111596696,-2.192863835
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,12.5,0.124766493,-2.081311345
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,12.5,0.137243142,-1.986001167
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,12.5,0.160116999,-1.831850487
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,15,0.273099989,-1.297917291
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,15,0.291814963,-1.231635366
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,15,0.294587552,-1.22217903
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,17.5,0.317461409,-1.147399014
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,17.5,0.34657359,-1.059660102
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,17.5,0.357663945,-1.028161435
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,22.5,0.378458361,-0.971649223
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,22.5,0.381230949,-0.964349922
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,20,0.404797953,-0.904367218
330,Gymnodinium,aureolum,Gymnodinium aureolum,dinoflagellates,20,0.405491101,-0.902656351
